"PAGE TITLE","PAGE URL","LINK TEXT","LINK URL","TARGET TITLE"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Learn about REAP","/education/other-va-education-benefits/reap/","Reserve Educational Assistance Program (REAP): VA.gov"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","View the current payment rates for MGIB-AD and REAP","https://www.benefits.va.gov/gibill/resources/benefits_resources/rate_tables.asp","External Link"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","View the current payment rates for the Post-9/11 GI Bill","https://www.benefits.va.gov/gibill/resources/benefits_resources/rate_tables.asp","External Link"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Find out more about the Post-9/11 GI Bill","/education/about-gi-bill-benefits/post-9-11/","Post-9/11 GI Bill: VA.gov"
"Flight Training: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Apply for education benefits","/education/how-to-apply/","How to Apply for Education Benefits: VA.gov"
"Accelerated Payments for High-Technology Programs: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","Skip to Content","#content","Skip to Content"
"Accelerated Payments for High-Technology Programs: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","update your browser","https://whatbrowser.org/","External Link"
"Accelerated Payments for High-Technology Programs: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","/img/header-logo.png","/","VA.gov"
"Accelerated Payments for High-Technology Programs: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","Home","/","VA.gov"
"Accelerated Payments for High-Technology Programs: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","Education and Training","/education","VA Education and Training Benefits: VA.gov"
"Accelerated Payments for High-Technology Programs: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","GI Bill","/education/about-gi-bill-benefits","GI Bill: VA.gov"
"Accelerated Payments for High-Technology Programs: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","How to Use Your Benefits","/education/about-gi-bill-benefits/how-to-use-benefits","How to Use Your GI Bill Benefits: VA.gov"
"Accelerated Payments for High-Technology Programs: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","High-Tech Programs","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","Accelerated Payments for High-Technology Programs: VA.gov"
"Accelerated Payments for High-Technology Programs: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","How to Use Your Benefits","/education/about-gi-bill-benefits/how-to-use-benefits","How to Use Your GI Bill Benefits: VA.gov"
"Accelerated Payments for High-Technology Programs: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","Undergraduate and Graduate Degrees","/education/about-gi-bill-benefits/how-to-use-benefits/undergraduate-graduate-programs","Undergraduate and Graduate Degrees: VA.gov"
"Accelerated Payments for High-Technology Programs: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","Foreign Programs","/education/about-gi-bill-benefits/how-to-use-benefits/study-at-foreign-schools","Foreign Programs: VA.gov"
"Accelerated Payments for High-Technology Programs: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","Independent and Distance Learning","/education/about-gi-bill-benefits/how-to-use-benefits/online-distance-learning","Independent and Distance Learning: VA.gov"
"Accelerated Payments for High-Technology Programs: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","Correspondence Training","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Correspondence Training: VA.gov"
"Accelerated Payments for High-Technology Programs: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","Tutorial Assistance","/education/about-gi-bill-benefits/how-to-use-benefits/tutor-assistance","Tutorial Assistance: VA.gov"
"Accelerated Payments for High-Technology Programs: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","Test Fees","/education/about-gi-bill-benefits/how-to-use-benefits/test-fees","Get Paid Back for Test Fees: VA.gov"
"Accelerated Payments for High-Technology Programs: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","Non-College Degree Programs","/education/about-gi-bill-benefits/how-to-use-benefits/non-college-degree-programs","Non-College Degree Programs: VA.gov"
"Accelerated Payments for High-Technology Programs: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","High-Tech Programs","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","Accelerated Payments for High-Technology Programs: VA.gov"
"Accelerated Payments for High-Technology Programs: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","Flight Training","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Flight Training: VA.gov"
"Accelerated Payments for High-Technology Programs: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","Entrepreneurship Training","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Entrepreneurship Training: VA.gov"
"Accelerated Payments for High-Technology Programs: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","Work Study","/education/about-gi-bill-benefits/how-to-use-benefits/work-study","Work Study: VA.gov"
"Accelerated Payments for High-Technology Programs: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","Co-op Training","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","Co-op Training: VA.gov"
"Accelerated Payments for High-Technology Programs: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","On-the-Job Training","/education/about-gi-bill-benefits/how-to-use-benefits/on-the-job-training-apprenticeships","On-the-Job Training and Apprenticeships: VA.gov"
"Accelerated Payments for High-Technology Programs: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","Tuition Assistance Top-Up","/education/about-gi-bill-benefits/how-to-use-benefits/tuition-assistance-top-up","Tuition Assistance Top-Up: VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","Skip to Content","#content","Skip to Content"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","update your browser","https://whatbrowser.org/","External Link"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","/img/header-logo.png","/","VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","Home","/","VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","Education and Training","/education","VA Education and Training Benefits: VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","GI Bill","/education/about-gi-bill-benefits","GI Bill: VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","How to Use Your Benefits","/education/about-gi-bill-benefits/how-to-use-benefits","How to Use Your GI Bill Benefits: VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","GI Bill","/education/about-gi-bill-benefits","GI Bill: VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","Post-9/11 GI Bill","/education/about-gi-bill-benefits/post-9-11","Post-9/11 GI Bill: VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","Montgomery GI Bill Active Duty","/education/about-gi-bill-benefits/montgomery-active-duty","Montgomery GI Bill Active Duty (MGIB-AD): VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","Montgomery GI Bill Selected Reserve","/education/about-gi-bill-benefits/montgomery-selected-reserve","Montgomery GI Bill Selected Reserve (MGIB-SR): VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","How to Use Your Benefits","/education/about-gi-bill-benefits/how-to-use-benefits","How to Use Your GI Bill Benefits: VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","Undergraduate and Graduate Degrees","/education/about-gi-bill-benefits/how-to-use-benefits/undergraduate-graduate-programs","Undergraduate and Graduate Degrees: VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","Foreign Programs","/education/about-gi-bill-benefits/how-to-use-benefits/study-at-foreign-schools","Foreign Programs: VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","Independent and Distance Learning","/education/about-gi-bill-benefits/how-to-use-benefits/online-distance-learning","Independent and Distance Learning: VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","Correspondence Training","/education/about-gi-bill-benefits/how-to-use-benefits/correspondence-training","Correspondence Training: VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","Tutorial Assistance","/education/about-gi-bill-benefits/how-to-use-benefits/tutor-assistance","Tutorial Assistance: VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","Test Fees","/education/about-gi-bill-benefits/how-to-use-benefits/test-fees","Get Paid Back for Test Fees: VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","Non-College Degree Programs","/education/about-gi-bill-benefits/how-to-use-benefits/non-college-degree-programs","Non-College Degree Programs: VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","High-Tech Programs","/education/about-gi-bill-benefits/how-to-use-benefits/high-tech-programs","Accelerated Payments for High-Technology Programs: VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","Flight Training","/education/about-gi-bill-benefits/how-to-use-benefits/flight-training","Flight Training: VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","Entrepreneurship Training","/education/about-gi-bill-benefits/how-to-use-benefits/entrepreneurship-training","Entrepreneurship Training: VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","Work Study","/education/about-gi-bill-benefits/how-to-use-benefits/work-study","Work Study: VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","Co-op Training","/education/about-gi-bill-benefits/how-to-use-benefits/co-op-training","Co-op Training: VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","On-the-Job Training","/education/about-gi-bill-benefits/how-to-use-benefits/on-the-job-training-apprenticeships","On-the-Job Training and Apprenticeships: VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","Tuition Assistance Top-Up","/education/about-gi-bill-benefits/how-to-use-benefits/tuition-assistance-top-up","Tuition Assistance Top-Up: VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","Undergraduate and Graduate Degrees

                Help paying for tuition, books, and housing at an institution of higher learning (like a 4-year university, community college, or graduate school)","/education/about-gi-bill-benefits/how-to-use-benefits/undergraduate-graduate-programs/","Undergraduate and Graduate Degrees: VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","Foreign Programs

                Funding for tuition and housing at a school located outside the U.S.","/education/about-gi-bill-benefits/how-to-use-benefits/study-at-foreign-schools/","Foreign Programs: VA.gov"
"How to Use Your GI Bill Benefits: VA.gov","/education/about-gi-bill-benefits/how-to-use-benefits","Tuition Assistance Top-Up

                Additional funds to help pay for school if your tuition costs more than what's covered by the active-duty Tuition Assistance program","/education/about-gi-bill-benefits/how-to-use-benefits/tuition-assistance-top-up/","Tuition Assistance Top-Up: VA.gov"
